"month","site","year","tmin"
"8","0G",1913,6.7
"8","0H",1913,7.3
"8","0L",1913,5.3
"8","0Q",1913,6.8
"8","0R",1913,6.7
"8","0S",1913,6.3
"8","0T",1913,6.9
"8","0U",1913,6.6
"8","0V",1913,7.1
"8","0W",1913,6.9
"8","0X",1913,6.9
"8","0Y",1913,6.5
"8","0Z",1913,7.4
"8","BB",1913,6.6
"8","CC",1913,7.6
"8","DD",1913,7.6
"8","EE",1913,7.8
"8","FF",1913,7.1
"8","GG",1913,7.1
"8","HH",1913,7.2
"8","II",1913,9
"8","JJ",1913,8.6
"8","KK",1913,6.9
"8","MM",1913,5.8
"8","NN",1913,6.5
"8","QQ",1913,8.6
"8","RR",1913,5.7
"8","SS",1913,5.9
"8","AA",1913,7.3
"8","XX",1913,7.6
"8","YY",1913,8.4
"8","ZZ",1913,7.5
"8","TT",1913,6.8
"8","UU",1913,4.9
"8","VV",1913,6
"8","WW",1913,5.4
"8","PP",1913,7
"8","0N",1913,6.9
"8","05",1914,6.3
"8","06",1914,6.4
"8","07",1914,6.4
"8","08",1914,6.2
"8","09",1914,6.5
"8","10",1914,6.4
"8","0A",1914,6.3
"8","0B",1914,6.1
"8","0C",1914,6.7
"8","0D",1914,6.3
"8","0E",1914,5.8
"8","0F",1914,6.4
"8","0G",1914,5.9
"8","0H",1914,6.4
"8","0L",1914,4.4
"8","0Q",1914,6.2
"8","0R",1914,6.4
"8","0S",1914,5.8
"8","0T",1914,6.3
"8","0U",1914,6.2
"8","0V",1914,6.4
"8","0W",1914,6.2
"8","0X",1914,6.1
"8","0Y",1914,6.1
"8","0Z",1914,6.5
"8","BB",1914,5.8
"8","CC",1914,6.4
"8","DD",1914,6.7
"8","EE",1914,7.2
"8","FF",1914,6.4
"8","GG",1914,7
"8","HH",1914,7
"8","II",1914,8.8
"8","JJ",1914,8
"8","KK",1914,6.8
"8","MM",1914,5.2
"8","NN",1914,5.8
"8","QQ",1914,8.5
"8","RR",1914,5.6
"8","SS",1914,5.6
"8","AA",1914,6.3
"8","XX",1914,7
"8","YY",1914,7.8
"8","ZZ",1914,6.6
"8","TT",1914,5.7
"8","UU",1914,3.8
"8","VV",1914,4.8
"8","WW",1914,4.3
"8","PP",1914,6.9
"8","0N",1914,6
"8","05",1915,8.3
"8","06",1915,8.7
"8","07",1915,8.7
"8","08",1915,8.6
"8","09",1915,8.8
"8","10",1915,8.7
"8","0A",1915,8.6
"8","0B",1915,8.5
"8","0C",1915,8.4
"8","0D",1915,8.3
"8","0E",1915,7.6
"8","0F",1915,8.7
"8","0G",1915,8.2
"8","0H",1915,8.6
"8","0L",1915,6.8
"8","0Q",1915,8.1
"8","0R",1915,8.2
"8","0S",1915,7.8
"8","0T",1915,8.6
"8","0U",1915,7.9
"8","0V",1915,8.5
"8","0W",1915,8
"8","0X",1915,8
"8","0Y",1915,8.3
"8","0Z",1915,9.1
"8","BB",1915,7.5
"8","CC",1915,8.3
"8","DD",1915,8.4
"8","EE",1915,8.6
"8","FF",1915,8.1
"8","GG",1915,8
"8","HH",1915,8
"8","II",1915,9.9
"8","JJ",1915,9.2
"8","KK",1915,8.1
"8","MM",1915,7.5
"8","NN",1915,8
"8","QQ",1915,9.6
"8","RR",1915,7
"8","SS",1915,7
"8","AA",1915,8.7
"8","XX",1915,9
"8","YY",1915,9.6
"8","ZZ",1915,9
"8","TT",1915,8.4
"8","UU",1915,6.3
"8","VV",1915,7.4
"8","WW",1915,7
"8","PP",1915,7.9
"8","0N",1915,8.5
"8","05",1916,5.9
"8","06",1916,6.3
"8","07",1916,6.3
"8","08",1916,6.2
"8","09",1916,6.4
"8","10",1916,6.2
"8","0A",1916,6.1
"8","0B",1916,6
"8","0C",1916,6
"8","0D",1916,5.3
"8","0E",1916,5
"8","0F",1916,6.1
"8","0G",1916,5.6
"8","0H",1916,6.1
"8","0L",1916,4.5
"8","0Q",1916,5.5
"8","0R",1916,5.1
"8","0S",1916,5.1
"8","0T",1916,5.8
"8","0U",1916,4.9
"8","0V",1916,5.8
"8","0W",1916,5.4
"8","0X",1916,5.4
"8","0Y",1916,5.5
"8","0Z",1916,6.6
"8","BB",1916,4.5
"8","CC",1916,5.1
"8","DD",1916,5.5
"8","EE",1916,5.6
"8","FF",1916,5.1
"8","GG",1916,5.1
"8","HH",1916,5.1
"8","II",1916,7
"8","JJ",1916,6.4
"8","KK",1916,5
"8","MM",1916,4.8
"8","NN",1916,5.4
"8","QQ",1916,6.6
"8","RR",1916,4
"8","SS",1916,4.3
"8","AA",1916,6.2
"8","XX",1916,6
"8","YY",1916,6.3
"8","ZZ",1916,6.2
"8","TT",1916,6.1
"8","UU",1916,4.3
"8","VV",1916,5.3
"8","WW",1916,4.9
"8","PP",1916,5
"8","0N",1916,5.9
"8","05",1917,6.3
"8","06",1917,6.4
"8","07",1917,6.4
"8","08",1917,6.2
"8","09",1917,6.5
"8","10",1917,6.3
"8","0A",1917,6.2
"8","0B",1917,6
"8","0C",1917,6.5
"8","0D",1917,5.8
"8","0E",1917,5.5
"8","0F",1917,6.2
"8","0G",1917,5.5
"8","0H",1917,6.2
"8","0L",1917,5.1
"8","0Q",1917,6.3
"8","0R",1917,5.7
"8","0S",1917,5.5
"8","0T",1917,6.1
"8","0U",1917,5.7
"8","0V",1917,6.2
"8","0W",1917,6.3
"8","0X",1917,6.2
"8","0Y",1917,6.2
"8","0Z",1917,7.1
"8","BB",1917,5.1
"8","CC",1917,5.8
"8","DD",1917,6
"8","EE",1917,6.3
"8","FF",1917,5.7
"8","GG",1917,5.6
"8","HH",1917,5.6
"8","II",1917,7.6
"8","JJ",1917,6.9
"8","KK",1917,5.4
"8","MM",1917,5.6
"8","NN",1917,6.1
"8","QQ",1917,7.3
"8","RR",1917,4.3
"8","SS",1917,4.6
"8","AA",1917,5.9
"8","XX",1917,6
"8","YY",1917,6.8
"8","ZZ",1917,6
"8","TT",1917,6.4
"8","UU",1917,4
"8","VV",1917,5.2
"8","WW",1917,4.5
"8","PP",1917,5.5
"8","0N",1917,6.7
"8","05",1918,6.9
"8","06",1918,7.2
"8","07",1918,7.2
"8","08",1918,7.1
"8","09",1918,7.2
"8","10",1918,7.2
"8","0A",1918,7.1
"8","0B",1918,7
"8","0C",1918,6.9
"8","0D",1918,6.6
"8","0E",1918,6.1
"8","0F",1918,7.1
"8","0G",1918,6.5
"8","0H",1918,7
"8","0L",1918,5.1
"8","0Q",1918,6.4
"8","0R",1918,6.6
"8","0S",1918,6.4
"8","0T",1918,6.8
"8","0U",1918,6.6
"8","0V",1918,7
"8","0W",1918,6.3
"8","0X",1918,6.3
"8","0Y",1918,6.3
"8","0Z",1918,7.3
"8","BB",1918,5.7
"8","CC",1918,6.4
"8","DD",1918,6.9
"8","EE",1918,7.1
"8","FF",1918,6.4
"8","GG",1918,6
"8","HH",1918,6.1
"8","II",1918,8
"8","JJ",1918,7.6
"8","KK",1918,6.3
"8","MM",1918,5.7
"8","NN",1918,6.3
"8","QQ",1918,7.6
"8","RR",1918,5.5
"8","SS",1918,5.8
"8","AA",1918,7
"8","XX",1918,7.2
"8","YY",1918,7.7
"8","ZZ",1918,7.1
"8","TT",1918,6.7
"8","UU",1918,4.7
"8","VV",1918,5.8
"8","WW",1918,5.4
"8","PP",1918,5.9
"8","0N",1918,6.8
"8","05",1919,7.2
"8","06",1919,7.8
"8","07",1919,7.7
"8","08",1919,7.6
"8","09",1919,7.8
"8","10",1919,7.7
"8","0A",1919,7.6
"8","0B",1919,7.6
"8","0C",1919,7.3
"8","0D",1919,7
"8","0E",1919,6.4
"8","0F",1919,7.6
"8","0G",1919,7.1
"8","0H",1919,7.5
"8","0L",1919,5.6
"8","0Q",1919,6.8
"8","0R",1919,7.2
"8","0S",1919,6.8
"8","0T",1919,7.8
"8","0U",1919,7
"8","0V",1919,7.8
"8","0W",1919,6.6
"8","0X",1919,6.6
"8","0Y",1919,6.9
"8","0Z",1919,7.5
"8","BB",1919,5.9
"8","CC",1919,6.8
"8","DD",1919,7.4
"8","EE",1919,7.9
"8","FF",1919,6.7
"8","GG",1919,7.7
"8","HH",1919,7.7
"8","II",1919,9.3
"8","JJ",1919,8.9
"8","KK",1919,7.5
"8","MM",1919,6.3
"8","NN",1919,6.8
"8","QQ",1919,9
"8","RR",1919,6.4
"8","SS",1919,6.5
"8","AA",1919,7.7
"8","XX",1919,8.1
"8","YY",1919,8.6
"8","ZZ",1919,8
"8","TT",1919,6.9
"8","UU",1919,5.3
"8","VV",1919,6.2
"8","WW",1919,5.8
"8","PP",1919,7.6
"8","0N",1919,6.7
"8","05",1920,6.4
"8","06",1920,6.8
"8","07",1920,6.8
"8","08",1920,6.7
"8","09",1920,6.9
"8","10",1920,6.7
"8","0A",1920,6.7
"8","0B",1920,6.6
"8","0C",1920,6.7
"8","0D",1920,6.2
"8","0E",1920,5.8
"8","0F",1920,6.6
"8","0G",1920,6.2
"8","0H",1920,6.6
"8","0L",1920,4.6
"8","0Q",1920,6
"8","0R",1920,6
"8","0S",1920,5.8
"8","0T",1920,6.4
"8","0U",1920,5.9
"8","0V",1920,6.5
"8","0W",1920,6
"8","0X",1920,6
"8","0Y",1920,6
"8","0Z",1920,6.3
"8","BB",1920,5.2
"8","CC",1920,6.2
"8","DD",1920,6.2
"8","EE",1920,6.7
"8","FF",1920,5.8
"8","GG",1920,6.6
"8","HH",1920,6.6
"8","II",1920,8.4
"8","JJ",1920,7.7
"8","KK",1920,6.4
"8","MM",1920,5.3
"8","NN",1920,5.7
"8","QQ",1920,8.1
"8","RR",1920,5.1
"8","SS",1920,5.2
"8","AA",1920,6.9
"8","XX",1920,6.7
"8","YY",1920,7.4
"8","ZZ",1920,7
"8","TT",1920,5.3
"8","UU",1920,3.3
"8","VV",1920,4.4
"8","WW",1920,4.1
"8","PP",1920,6.5
"8","0N",1920,5.6
"8","05",1921,5.7
"8","06",1921,6.1
"8","07",1921,6
"8","08",1921,5.9
"8","09",1921,6.1
"8","10",1921,6
"8","0A",1921,5.9
"8","0B",1921,5.7
"8","0C",1921,5.7
"8","0D",1921,5.1
"8","0E",1921,4.7
"8","0F",1921,5.9
"8","0G",1921,5.1
"8","0H",1921,5.9
"8","0L",1921,4.6
"8","0Q",1921,5.6
"8","0R",1921,6.1
"8","0S",1921,6
"8","0T",1921,5.7
"8","0U",1921,6
"8","0V",1921,5.7
"8","0W",1921,5.5
"8","0X",1921,5.5
"8","0Y",1921,5.7
"8","0Z",1921,5.7
"8","BB",1921,4.8
"8","CC",1921,5
"8","DD",1921,6
"8","EE",1921,6.4
"8","FF",1921,5.5
"8","GG",1921,6.2
"8","HH",1921,6.2
"8","II",1921,8.3
"8","JJ",1921,7.4
"8","KK",1921,6
"8","MM",1921,5.1
"8","NN",1921,5.4
"8","QQ",1921,8
"8","RR",1921,5
"8","SS",1921,5.2
"8","AA",1921,5.7
"8","XX",1921,6.1
"8","YY",1921,7.1
"8","ZZ",1921,5.8
"8","TT",1921,4.9
"8","UU",1921,3.2
"8","VV",1921,4.2
"8","WW",1921,4.1
"8","PP",1921,6.1
"8","0N",1921,5
"8","05",1922,6.9
"8","06",1922,7.9
"8","07",1922,7.8
"8","08",1922,7.7
"8","09",1922,7.9
"8","10",1922,7.8
"8","0A",1922,7.7
"8","0B",1922,7.5
"8","0C",1922,7
"8","0D",1922,6.7
"8","0E",1922,6.1
"8","0F",1922,7.7
"8","0G",1922,7.1
"8","0H",1922,7.6
"8","0L",1922,6
"8","0Q",1922,6.6
"8","0R",1922,6.8
"8","0S",1922,6.6
"8","0T",1922,6.8
"8","0U",1922,6.6
"8","0V",1922,7.1
"8","0W",1922,6.6
"8","0X",1922,6.5
"8","0Y",1922,6.8
"8","0Z",1922,7.7
"8","BB",1922,6.3
"8","CC",1922,6.8
"8","DD",1922,7.5
"8","EE",1922,7.6
"8","FF",1922,7
"8","GG",1922,7.3
"8","HH",1922,7.3
"8","II",1922,9.4
"8","JJ",1922,8.5
"8","KK",1922,7.1
"8","MM",1922,6.1
"8","NN",1922,6.7
"8","QQ",1922,9.2
"8","RR",1922,5.9
"8","SS",1922,6.1
"8","AA",1922,7.5
"8","XX",1922,7.8
"8","YY",1922,8.5
"8","ZZ",1922,7.6
"8","TT",1922,7.3
"8","UU",1922,5.7
"8","VV",1922,6.6
"8","WW",1922,6.4
"8","PP",1922,7.3
"8","0N",1922,7.1
"8","05",1923,6.4
"8","06",1923,6.8
"8","07",1923,6.8
"8","08",1923,6.7
"8","09",1923,6.8
"8","10",1923,6.8
"8","0A",1923,6.7
"8","0B",1923,6.6
"8","0C",1923,6.5
"8","0D",1923,6.3
"8","0E",1923,5.6
"8","0F",1923,6.7
"8","0G",1923,6
"8","0H",1923,6.6
"8","0L",1923,5.5
"8","0Q",1923,6.3
"8","0R",1923,6.1
"8","0S",1923,6.4
"8","0T",1923,6.7
"8","0U",1923,6
"8","0V",1923,6.6
"8","0W",1923,6.4
"8","0X",1923,6.3
"8","0Y",1923,6.5
"8","0Z",1923,7.2
"8","BB",1923,5.6
"8","CC",1923,6.1
"8","DD",1923,6.7
"8","EE",1923,6.7
"8","FF",1923,6.2
"8","GG",1923,5.6
"8","HH",1923,5.7
"8","II",1923,7.3
"8","JJ",1923,6.8
"8","KK",1923,5.7
"8","MM",1923,5.8
"8","NN",1923,6.3
"8","QQ",1923,7
"8","RR",1923,4.7
"8","SS",1923,5
"8","AA",1923,6.4
"8","XX",1923,6.5
"8","YY",1923,7
"8","ZZ",1923,6.5
"8","TT",1923,6.6
"8","UU",1923,4.8
"8","VV",1923,5.8
"8","WW",1923,5.3
"8","PP",1923,5.5
"8","0N",1923,6.7
"8","05",1924,6.6
"8","06",1924,6.9
"8","07",1924,6.9
"8","08",1924,6.8
"8","09",1924,7
"8","10",1924,6.9
"8","0A",1924,6.9
"8","0B",1924,6.8
"8","0C",1924,6.4
"8","0D",1924,6.2
"8","0E",1924,5.5
"8","0F",1924,6.9
"8","0G",1924,6.4
"8","0H",1924,6.8
"8","0L",1924,5.4
"8","0Q",1924,6.5
"8","0R",1924,6
"8","0S",1924,5.9
"8","0T",1924,6.3
"8","0U",1924,5.9
"8","0V",1924,6.3
"8","0W",1924,6.5
"8","0X",1924,6.5
"8","0Y",1924,6.3
"8","0Z",1924,7.3
"8","BB",1924,5.4
"8","CC",1924,5.9
"8","DD",1924,6.5
"8","EE",1924,6.9
"8","FF",1924,6.1
"8","GG",1924,6
"8","HH",1924,5.9
"8","II",1924,8
"8","JJ",1924,7.4
"8","KK",1924,5.8
"8","MM",1924,6.1
"8","NN",1924,6.6
"8","QQ",1924,7.7
"8","RR",1924,4.8
"8","SS",1924,5
"8","AA",1924,6.9
"8","XX",1924,7.2
"8","YY",1924,7.8
"8","ZZ",1924,7.1
"8","TT",1924,6.8
"8","UU",1924,5.1
"8","VV",1924,6.1
"8","WW",1924,5.7
"8","PP",1924,5.8
"8","0N",1924,6.7
"8","05",1925,6.9
"8","06",1925,6.6
"8","07",1925,6.6
"8","08",1925,6.6
"8","09",1925,6.7
"8","10",1925,6.7
"8","0A",1925,6.6
"8","0B",1925,6.5
"8","0C",1925,7
"8","0D",1925,6.5
"8","0E",1925,6
"8","0F",1925,6.7
"8","0G",1925,6.2
"8","0H",1925,6.7
"8","0L",1925,5.4
"8","0Q",1925,6.8
"8","0R",1925,6.9
"8","0S",1925,6.6
"8","0T",1925,6.7
"8","0U",1925,6.7
"8","0V",1925,6.9
"8","0W",1925,6.8
"8","0X",1925,6.8
"8","0Y",1925,6.9
"8","0Z",1925,7.1
"8","BB",1925,6.2
"8","CC",1925,6.4
"8","DD",1925,7.3
"8","EE",1925,7.6
"8","FF",1925,6.9
"8","GG",1925,7.4
"8","HH",1925,7.4
"8","II",1925,9.4
"8","JJ",1925,8.6
"8","KK",1925,7.3
"8","MM",1925,6.2
"8","NN",1925,6.6
"8","QQ",1925,9.1
"8","RR",1925,6.2
"8","SS",1925,6.2
"8","AA",1925,6.8
"8","XX",1925,7.1
"8","YY",1925,8.4
"8","ZZ",1925,6.8
"8","TT",1925,6.2
"8","UU",1925,4
"8","VV",1925,5.2
"8","WW",1925,4.8
"8","PP",1925,7.3
"8","0N",1925,6.6
"8","05",1926,5.4
"8","06",1926,5.9
"8","07",1926,5.8
"8","08",1926,5.7
"8","09",1926,6
"8","10",1926,5.8
"8","0A",1926,5.7
"8","0B",1926,5.6
"8","0C",1926,6
"8","0D",1926,5.1
"8","0E",1926,4.9
"8","0F",1926,5.7
"8","0G",1926,5.1
"8","0H",1926,5.7
"8","0L",1926,4.4
"8","0Q",1926,5.7
"8","0R",1926,5.2
"8","0S",1926,5.1
"8","0T",1926,6
"8","0U",1926,5.1
"8","0V",1926,5.8
"8","0W",1926,5.7
"8","0X",1926,5.7
"8","0Y",1926,5.6
"8","0Z",1926,6.2
"8","BB",1926,4.8
"8","CC",1926,5.5
"8","DD",1926,5.4
"8","EE",1926,5.6
"8","FF",1926,5.2
"8","GG",1926,5.1
"8","HH",1926,5
"8","II",1926,6.9
"8","JJ",1926,6.4
"8","KK",1926,4.9
"8","MM",1926,5
"8","NN",1926,5.3
"8","QQ",1926,6.6
"8","RR",1926,4
"8","SS",1926,4.3
"8","AA",1926,5.7
"8","XX",1926,5.8
"8","YY",1926,6.3
"8","ZZ",1926,5.7
"8","TT",1926,5.6
"8","UU",1926,3.5
"8","VV",1926,4.6
"8","WW",1926,4.2
"8","PP",1926,5
"8","0N",1926,5.8
"8","05",1927,6.6
"8","06",1927,6.7
"8","07",1927,6.6
"8","08",1927,6.5
"8","09",1927,6.8
"8","10",1927,6.6
"8","0A",1927,6.5
"8","0B",1927,6.4
"8","0C",1927,7
"8","0D",1927,6.4
"8","0E",1927,6
"8","0F",1927,6.5
"8","0G",1927,6
"8","0H",1927,6.5
"8","0L",1927,5.8
"8","0Q",1927,6.7
"8","0R",1927,6.9
"8","0S",1927,6.8
"8","0T",1927,7.5
"8","0U",1927,6.8
"8","0V",1927,7.4
"8","0W",1927,6.6
"8","0X",1927,6.6
"8","0Y",1927,6.9
"8","0Z",1927,7.6
"8","BB",1927,6
"8","CC",1927,6.8
"8","DD",1927,6.8
"8","EE",1927,7.1
"8","FF",1927,6.6
"8","GG",1927,7.2
"8","HH",1927,7.1
"8","II",1927,8.8
"8","JJ",1927,8.1
"8","KK",1927,6.8
"8","MM",1927,6.3
"8","NN",1927,6.5
"8","QQ",1927,8.5
"8","RR",1927,5.7
"8","SS",1927,6
"8","AA",1927,6.4
"8","XX",1927,6.6
"8","YY",1927,7.5
"8","ZZ",1927,6.5
"8","TT",1927,7.4
"8","UU",1927,5.6
"8","VV",1927,6.6
"8","WW",1927,6.2
"8","PP",1927,7.1
"8","0N",1927,7.3
"8","05",1928,4.7
"8","06",1928,5.2
"8","07",1928,5.2
"8","08",1928,5
"8","09",1928,5.2
"8","10",1928,5.2
"8","0A",1928,5.1
"8","0B",1928,4.9
"8","0C",1928,5
"8","0D",1928,4.9
"8","0E",1928,4.1
"8","0F",1928,5.1
"8","0G",1928,4.6
"8","0H",1928,5.1
"8","0L",1928,4.3
"8","0Q",1928,5.2
"8","0R",1928,5
"8","0S",1928,4.8
"8","0T",1928,5.6
"8","0U",1928,4.8
"8","0V",1928,5.5
"8","0W",1928,5.1
"8","0X",1928,5.1
"8","0Y",1928,5.2
"8","0Z",1928,6.4
"8","BB",1928,3.8
"8","CC",1928,4.7
"8","DD",1928,4.9
"8","EE",1928,4.8
"8","FF",1928,4.4
"8","GG",1928,4
"8","HH",1928,4
"8","II",1928,6
"8","JJ",1928,5.3
"8","KK",1928,4.2
"8","MM",1928,4.9
"8","NN",1928,5.3
"8","QQ",1928,5.7
"8","RR",1928,3.4
"8","SS",1928,3.8
"8","AA",1928,5.1
"8","XX",1928,5.1
"8","YY",1928,5.5
"8","ZZ",1928,5.1
"8","TT",1928,6
"8","UU",1928,4.2
"8","VV",1928,5.2
"8","WW",1928,4.8
"8","PP",1928,3.9
"8","0N",1928,6
"8","05",1929,6.3
"8","06",1929,6.9
"8","07",1929,6.9
"8","08",1929,6.8
"8","09",1929,7
"8","10",1929,6.9
"8","0A",1929,6.8
"8","0B",1929,6.7
"8","0C",1929,6.7
"8","0D",1929,6.3
"8","0E",1929,5.8
"8","0F",1929,6.8
"8","0G",1929,6.3
"8","0H",1929,6.8
"8","0L",1929,4.7
"8","0Q",1929,6.1
"8","0R",1929,6.5
"8","0S",1929,6.2
"8","0T",1929,6.4
"8","0U",1929,6.4
"8","0V",1929,6.8
"8","0W",1929,6.2
"8","0X",1929,6.1
"8","0Y",1929,6.1
"8","0Z",1929,6.9
"8","BB",1929,5.7
"8","CC",1929,6.4
"8","DD",1929,6.4
"8","EE",1929,6.5
"8","FF",1929,6.2
"8","GG",1929,5.8
"8","HH",1929,5.9
"8","II",1929,8
"8","JJ",1929,7.5
"8","KK",1929,5.9
"8","MM",1929,5.2
"8","NN",1929,5.9
"8","QQ",1929,7.7
"8","RR",1929,5
"8","SS",1929,5.2
"8","AA",1929,6.9
"8","XX",1929,7
"8","YY",1929,7.6
"8","ZZ",1929,7
"8","TT",1929,6.3
"8","UU",1929,4.3
"8","VV",1929,5.4
"8","WW",1929,5.1
"8","PP",1929,5.7
"8","0N",1929,6.3
"8","05",1930,8.1
"8","06",1930,8.6
"8","07",1930,8.5
"8","08",1930,8.4
"8","09",1930,8.6
"8","10",1930,8.4
"8","0A",1930,8.3
"8","0B",1930,8.3
"8","0C",1930,8.3
"8","0D",1930,8.2
"8","0E",1930,7.5
"8","0F",1930,8.4
"8","0G",1930,7.8
"8","0H",1930,8.3
"8","0L",1930,6
"8","0Q",1930,7.4
"8","0R",1930,7.3
"8","0S",1930,7
"8","0T",1930,7.7
"8","0U",1930,7.3
"8","0V",1930,7.8
"8","0W",1930,7.6
"8","0X",1930,7.4
"8","0Y",1930,7.3
"8","0Z",1930,8.6
"8","BB",1930,7.2
"8","CC",1930,7.8
"8","DD",1930,7.9
"8","EE",1930,8.2
"8","FF",1930,7.7
"8","GG",1930,7.1
"8","HH",1930,7.1
"8","II",1930,9.3
"8","JJ",1930,8.8
"8","KK",1930,7.1
"8","MM",1930,6.7
"8","NN",1930,7.3
"8","QQ",1930,9
"8","RR",1930,6.1
"8","SS",1930,6.3
"8","AA",1930,8.2
"8","XX",1930,8.5
"8","YY",1930,9.1
"8","ZZ",1930,8.2
"8","TT",1930,7.8
"8","UU",1930,5.9
"8","VV",1930,6.9
"8","WW",1930,6.4
"8","PP",1930,7
"8","0N",1930,7.9
"8","05",1931,7.2
"8","06",1931,7.7
"8","07",1931,7.7
"8","08",1931,7.6
"8","09",1931,7.8
"8","10",1931,7.6
"8","0A",1931,7.5
"8","0B",1931,7.5
"8","0C",1931,7.3
"8","0D",1931,6.9
"8","0E",1931,6.4
"8","0F",1931,7.5
"8","0G",1931,7
"8","0H",1931,7.5
"8","0L",1931,4.8
"8","0Q",1931,6.4
"8","0R",1931,6.4
"8","0S",1931,6.4
"8","0T",1931,6.6
"8","0U",1931,6.5
"8","0V",1931,6.8
"8","0W",1931,6.3
"8","0X",1931,6.3
"8","0Y",1931,6.5
"8","0Z",1931,7.5
"8","BB",1931,6.2
"8","CC",1931,7.1
"8","DD",1931,6.9
"8","EE",1931,7.2
"8","FF",1931,6.7
"8","GG",1931,7
"8","HH",1931,6.8
"8","II",1931,8.8
"8","JJ",1931,7.9
"8","KK",1931,6.5
"8","MM",1931,5.6
"8","NN",1931,6.1
"8","QQ",1931,8.5
"8","RR",1931,5.4
"8","SS",1931,5.6
"8","AA",1931,7.5
"8","XX",1931,7.4
"8","YY",1931,7.9
"8","ZZ",1931,7.5
"8","TT",1931,6.6
"8","UU",1931,4.7
"8","VV",1931,5.8
"8","WW",1931,5.4
"8","PP",1931,6.9
"8","0N",1931,6.5
"8","05",1932,8.5
"8","06",1932,8.6
"8","07",1932,8.6
"8","08",1932,8.5
"8","09",1932,8.7
"8","10",1932,8.5
"8","0A",1932,8.5
"8","0B",1932,8.4
"8","0C",1932,8.9
"8","0D",1932,8.6
"8","0E",1932,8.1
"8","0F",1932,8.5
"8","0G",1932,7.9
"8","0H",1932,8.5
"8","0L",1932,7.2
"8","0Q",1932,8.1
"8","0R",1932,8.9
"8","0S",1932,8.6
"8","0T",1932,8.9
"8","0U",1932,8.9
"8","0V",1932,9.1
"8","0W",1932,8.2
"8","0X",1932,8.2
"8","0Y",1932,8.7
"8","0Z",1932,8.2
"8","BB",1932,8.4
"8","CC",1932,9
"8","DD",1932,8.7
"8","EE",1932,9.2
"8","FF",1932,8.8
"8","GG",1932,8.8
"8","HH",1932,8.8
"8","II",1932,11
"8","JJ",1932,10.4
"8","KK",1932,8.7
"8","MM",1932,8
"8","NN",1932,8
"8","QQ",1932,10.7
"8","RR",1932,7.6
"8","SS",1932,7.8
"8","AA",1932,8.6
"8","XX",1932,9.6
"8","YY",1932,10.2
"8","ZZ",1932,8.8
"8","TT",1932,7.7
"8","UU",1932,5.9
"8","VV",1932,6.9
"8","WW",1932,6.7
"8","PP",1932,8.7
"8","0N",1932,7.8
"8","05",1933,7.4
"8","06",1933,7.5
"8","07",1933,7.5
"8","08",1933,7.4
"8","09",1933,7.6
"8","10",1933,7.5
"8","0A",1933,7.5
"8","0B",1933,7.2
"8","0C",1933,8
"8","0D",1933,7.5
"8","0E",1933,7.1
"8","0F",1933,7.5
"8","0G",1933,7
"8","0H",1933,7.5
"8","0L",1933,5.8
"8","0Q",1933,7.2
"8","0R",1933,7.5
"8","0S",1933,7.3
"8","0T",1933,7.7
"8","0U",1933,7.5
"8","0V",1933,7.9
"8","0W",1933,7.3
"8","0X",1933,7.3
"8","0Y",1933,7.4
"8","0Z",1933,8.1
"8","BB",1933,7.3
"8","CC",1933,7.9
"8","DD",1933,8
"8","EE",1933,8.2
"8","FF",1933,7.8
"8","GG",1933,8
"8","HH",1933,7.8
"8","II",1933,9.7
"8","JJ",1933,8.8
"8","KK",1933,7.6
"8","MM",1933,6.3
"8","NN",1933,6.7
"8","QQ",1933,9.4
"8","RR",1933,6.6
"8","SS",1933,6.8
"8","AA",1933,7.6
"8","XX",1933,8
"8","YY",1933,8.7
"8","ZZ",1933,7.7
"8","TT",1933,7.3
"8","UU",1933,5.1
"8","VV",1933,6.3
"8","WW",1933,5.9
"8","PP",1933,7.9
"8","0N",1933,7.5
"8","05",1934,6.6
"8","06",1934,6.4
"8","07",1934,6.4
"8","08",1934,6.3
"8","09",1934,6.5
"8","10",1934,6.5
"8","0A",1934,6.4
"8","0B",1934,6.2
"8","0C",1934,7.1
"8","0D",1934,6.6
"8","0E",1934,6.2
"8","0F",1934,6.5
"8","0G",1934,6
"8","0H",1934,6.5
"8","0L",1934,5.1
"8","0Q",1934,6.9
"8","0R",1934,6.2
"8","0S",1934,6.1
"8","0T",1934,7.3
"8","0U",1934,6.1
"8","0V",1934,7.4
"8","0W",1934,7.1
"8","0X",1934,7
"8","0Y",1934,6.7
"8","0Z",1934,7.2
"8","BB",1934,5.9
"8","CC",1934,6.8
"8","DD",1934,6.6
"8","EE",1934,6.5
"8","FF",1934,6.4
"8","GG",1934,5.6
"8","HH",1934,5.7
"8","II",1934,7.3
"8","JJ",1934,6.7
"8","KK",1934,6.1
"8","MM",1934,6
"8","NN",1934,6.6
"8","QQ",1934,7.1
"8","RR",1934,5.4
"8","SS",1934,5.5
"8","AA",1934,6.4
"8","XX",1934,6.3
"8","YY",1934,6.8
"8","ZZ",1934,6.4
"8","TT",1934,6.4
"8","UU",1934,4.3
"8","VV",1934,5.4
"8","WW",1934,5.1
"8","PP",1934,5.5
"8","0N",1934,6.7
"8","05",1935,5.7
"8","06",1935,6.4
"8","07",1935,6.3
"8","08",1935,6.2
"8","09",1935,6.4
